StockCode,cv,seasonal_conc,q4_pct,log_mean_price,cancel_rate
10002,0.3095352379393368,-0.3321568026058781,0.15755952304217352,-0.617242886873902,5.567390804118293
10125,-0.2529007925426579,-0.13143438306878844,0.5299280869955235,-0.6473508818117626,-0.4400026837141372
10133,-0.2511792024243194,-0.17552805654174047,0.006738854826469867,-0.7189344168610783,-0.1287110492496528
10135,1.1671852385005985,1.3759376333013893,0.040314668344363896,-0.38776272091635366,-0.25847521499070275
11001,0.6915956374380822,0.6798430101242874,0.9988761639615851,-0.10571949190450859,6.46055202380346
15034,0.05554964755374666,0.3111008630446249,-0.7677006162337223,-1.1399677293095194,-0.01437095676161908
15036,-0.34901507546703503,0.40859228330035985,-0.6060124623531945,-0.6365511053400509,0.6557318464356255
15039,0.06429666339458384,0.29015532505649166,-0.8934147312823223,-0.5338441606049438,-0.4265117453017137
15044A,7.652911084936433,10.755447034371105,-1.2166308331417715,0.4903022437092181,-0.40628024601072943
15044B,2.3159726279387995,2.9790086254039583,-1.2217904111800406,0.4983289276015319,-0.4054128502216527
15044C,-0.01853779970545975,0.48912635634115353,-1.0729124605454585,0.5777134673228562,-0.2633536122396629
15044D,-0.005412192199091105,0.20822686083742237,-1.1229751009998723,0.4669805052661914,-0.09558680952855672
15056BL,0.23303509486789395,0.26051224825328345,0.9682100611943969,1.104539370678392,0.22117584309851893
15056N,-0.73049167334752,-0.5507064336301546,0.03529854873640279,1.2061106256987442,0.2711653034703748
15056P,0.9267494201317515,0.5430478795809454,1.0013625730223508,1.1076250831441268,4.8063469031306605
15058B,0.5048949493615978,3.350990983451313,-1.28636674183284,1.6143719632484592,0.6131834920201352
15060B,-0.6882772865344772,-0.4331924938876059,0.37489878806781307,1.0046675274023666,-0.03486586873400451
16011,-0.08911376657852836,-0.44608737414964644,0.42042487178738375,-1.2724233805684353,0.0006072592243689148
16012,0.456628016052132,0.23606275398146115,0.458616554695478,-1.2725809414431684,-0.4400026837141372
16014,1.8384385601528825,0.9457812818878487,0.9715512568892464,-1.0874546675065528,-0.4400026837141372
16015,0.8378605014261247,0.3793830313322477,-0.654125894207565,-0.9991239336813301,-0.4400026837141372
16016,1.0798680417622322,0.5076116513213764,-1.0036103558551661,-0.7174400130857657,-0.4400026837141372
16156S,-0.7839088887319298,-0.5307084503022675,-0.4120343587313951,-1.063790048055315,0.14279707847904347
16161P,-0.8435734423565545,-0.1706631738148477,-0.24234751012564687,-1.0600920006150363,-0.4400026837141372
16161U,-0.7550591911478363,-0.569988053397088,-0.19055907272984557,-1.0609489048516298,-0.09146410031466015
16168M,0.9699025494166988,0.662194178737781,0.04932103766458854,-0.9146356225609912,-0.4400026837141372
16216,2.6837803290022766,2.1877788320085108,-0.5084928417578425,-1.2032553734712472,2.5711759947639066
16225,1.3060105280203678,2.6532344181532244,1.6863615222907142,-0.24940393133738786,-0.4400026837141372
16235,-0.17033200921570785,0.2827690158881754,-0.12143005903465977,-1.167724348587721,0.967272170540409
16236,-0.36604559484585925,-0.2289806849336314,0.47318218705212406,-1.1718142196722539,0.31212075559009467
16237,-0.7212374678160518,-0.3906168447780867,0.7620324470649776,-1.1804807379471858,0.14352930822618334
16238,-0.33906365494690216,-0.26554506191820104,0.5327422840889616,-1.166219173558926,-0.4400026837141372
17003,0.991033254885278,0.23722573347559114,0.2874860308571829,-1.222945335447217,0.005131162613484248
17012B,1.120379895601697,0.3348807161422731,0.7928364617963221,0.16367894133137098,-0.4400026837141372
17084N,0.0943570210278622,-0.1397085160483041,-0.17973118219090206,-1.1291686927877016,-0.4400026837141372
17091A,1.1620120976411241,0.7985663044442144,-0.5571841491127278,-0.584116872670468,-0.4400026837141372
17091J,0.9234685805472194,0.010577086516849837,-0.5125509679456797,-0.5579959683272069,-0.4400026837141372
17096,2.783150359880645,1.190789672981349,0.36704960343519893,-1.1529100773527947,-0.4400026837141372
17107D,-0.014128005493379763,-0.1918201866363648,0.5982444262010497,0.1599826413115009,-0.017709858584866085
17129F,-0.3097843307303017,-0.0913667529468242,-0.943055106190147,-0.349472545185229,-0.07494313061866356
17164B,1.1348357046066002,-0.11783663831192856,0.6783807509150871,-1.0618717219460103,-0.37096426448076975
17165D,0.8720015655217583,0.6339767633029485,1.2914419592603188,-0.580474268973361,0.04679125864538685
18007,3.6358747801771836,3.64290637276173,0.7208211399087764,-1.2340048676791555,6.155868887661611
18094C,-0.434395408910544,-0.09825739528211518,-0.02583418043935178,-0.11346822113716398,-0.302526205917816
18097C,0.5315836900517797,-0.19172745649205572,0.21155488022971022,0.2362847786337346,-0.4400026837141372
18098C,-0.2790460649760299,0.09211803771103208,0.607607282055432,0.4079135795372259,0.7184981479575017
20615,0.4083150446745926,1.4193274984990463,0.4920631489358339,0.24431902045901904,-0.4400026837141372
20616,0.1842782212223075,0.6899287023933104,0.07830076147023227,0.02707273206332668,-0.4400026837141372
20617,3.0292581291408376,2.695101593058272,2.2424315933226877,0.1194153672938669,-0.4400026837141372
20618,0.14598595745580115,0.2635746694867544,0.6408127831897177,0.058805019571940766,-0.4400026837141372
20619,-0.08760005576758755,0.21616314009969553,0.23171056223281716,0.04431910672267586,-0.4400026837141372
20622,2.5963809443725583,3.359049609299274,2.484002206454545,0.20570625136708387,-0.4400026837141372
20652,0.5574031042062809,1.1489280905022417,-0.4407930334005631,-0.416481399279956,-0.4400026837141372
20654,0.01897598246153965,-0.35093250784817215,0.4530354302179857,-0.4011419869994786,-0.4400026837141372
20655,-0.5309376171072329,-0.17455655510133242,0.4129116962779717,-0.22333451153070652,-0.4400026837141372
20657,2.853743318855225,2.1874174112018374,0.04296147204090571,-0.4749341469463127,-0.4400026837141372
20658,-1.0628282952401977,-0.5132964155845852,-0.19730866111000953,-0.2153427438076134,0.6595768082323383
20659,-0.08106875754844431,-0.35745907497941015,0.7619543071920941,-0.3165388271598162,-0.4400026837141372
20661,0.5437308643352138,-0.00014191446225263207,0.7413923272818574,0.2658309963157265,10.072210853394255
20665,-0.8728939595116417,-0.3999553576682931,0.40456775369125836,0.5652533231387965,0.872081266763268
20668,0.6501072476446962,2.370593758844761,2.690287964775538,-1.308731555251837,-0.425318741554027
20669,-0.2027553741544817,-0.0382533126268024,0.09613653698496465,-0.2764002779901565,-0.4400026837141372
20671,0.2700209321324807,-0.3584039104593361,-0.33126134507194377,-0.26623192747003926,-0.4400026837141372
20674,-0.9403294630938535,-0.471642480534637,-0.5110403221285138,-0.31560957163805814,-0.15869787257359874
20675,-1.0182082724995978,-0.3252455139004047,-0.5926873081505594,-0.32238980958238966,-0.043353406335580595
