StockCode,mean_weekly_sales,median_weekly_sales,total_sales,mean_txn_size,std_weekly_sales,cv,spike_ratio,pct_zero_weeks,avg_idi_days,longest_zero_streak,q4_pct,q1_pct,peak_month,seasonal_conc,trend_slope,trend_log_diff,mean_price,std_price,n_unique_customers,pct_repeat_customers,n_countries,top_country_pct,cancel_rate,log_mean_weekly_sales,log_mean_price,is_sporadic,is_croston,is_active,cluster,cluster_label
10002,73.85382978723403,31.39,6942.259999999999,18.916239782016348,129.40038114738684,1.7521147044124483,11.062391785960193,0.2553191489361702,0.9836065573770492,21,0.2836064912578901,0.19114236574256802,5,0.10259217122265728,-1.4594210165083261,-0.428206250708163,0.9791553133514984,0.3082492344937023,164,0.45695364238410596,12,0.8310626702997275,0.11290205103369493,4.315537275718805,0.6826701442643222,False,False,True,0.0,High cancellation risk
10125,15.269680851063828,5.385,1435.35,8.915217391304347,19.444612181985054,1.273413136243143,6.679903856202321,0.32978723404255317,3.6,5,0.2928484341798168,0.25548472497997005,7,0.10488596530215163,0.0693414008597334,0.4783699011913676,0.9318012422360248,0.31487276835008643,82,0.28695652173913044,5,0.9192546583850931,0.0,2.7893033052465337,0.6584528538087285,False,False,True,1.0,Steady regulars
10133,25.24744680851064,11.9,2373.26,8.2119723183391,31.10581562110419,1.232038069315538,4.334695734980574,0.2127659574468085,1.8298611111111112,2,0.15586155752003572,0.19777858304610535,7,0.11942344637657637,0.4403298775421739,1.1862262582801,0.7457093425605537,0.28825793561866725,153,0.24630541871921183,8,0.9584775086505191,0.005322805076363392,3.267568719869451,0.5571609730903361,False,False,True,1.0,Steady regulars
10135,43.549787234042554,21.23,4093.68,14.620285714285716,90.87284667225867,2.086642724197376,18.243487522229387,0.1276595744680851,1.92831541218638,1,0.23389224365363195,0.4933336264681168,2,0.1499001822648813,-0.28774771520427705,-0.8947416272301645,1.3485357142857144,0.5056969343400468,159,0.2570093457943925,6,0.9678571428571429,0.003044191925341802,3.796607378014113,0.8537920336444438,False,False,True,1.0,Steady regulars
11001,72.75606382978722,28.729999999999997,6839.069999999999,31.371880733944952,129.4671153017438,1.7794683836199834,11.793243818238448,0.20212765957446807,2.557603686635945,3,0.3680003275299128,0.06876373542016678,10,0.13433833275870066,-0.11794986092547782,0.824018944693627,1.780137614678899,0.6472860601370466,108,0.31210191082802546,11,0.926605504587156,0.13710208562019763,4.300763213260777,1.022500428160435,False,False,True,0.0,High cancellation risk
15034,11.933829787234043,6.720000000000001,1121.78,5.217581395348837,16.821694013270257,1.4095805213565977,7.883470912300097,0.13829787234042554,2.602803738317757,2,0.09862005027723797,0.17879619889817971,6,0.11826460400298784,0.08128902214355382,0.276036446299905,0.3508837209302326,0.3206705306381222,108,0.2653061224489796,10,0.9534883720930233,0.01049678921741585,2.559846342835289,0.30075898638438325,False,False,True,1.0,Steady regulars
15036,332.2925531914894,156.10999999999999,31235.500000000004,34.97816349384099,382.0157180489068,1.1496367113251664,4.314691937058795,0.0425531914893617,0.4013452914798206,1,0.12400409790142625,0.19000752349089975,6,0.12631044452288295,3.5677072571614334,1.4527024617481847,0.9738521836506159,0.3224095598988536,280,0.5155709342560554,14,0.9563269876819709,0.02020199168557378,5.809020642404295,0.6799870565715607,False,False,True,1.0,Steady regulars
15039,40.842234042553194,17.810000000000002,3839.17,14.272007434944236,56.80003831882425,1.3907182026243898,6.847568615091281,0.1276595744680851,2.0,3,0.08021004540043809,0.16035497255917294,6,0.1322228656579941,0.09502618935808971,0.38053670421014374,1.1220817843866169,0.3954990905170189,117,0.29518072289156627,8,0.9591078066914498,0.005504582402950974,3.7339062132297096,0.7523975806303512,False,False,True,1.0,Steady regulars
15044A,138.8195744680851,23.545,13049.04,56.00446351931331,926.9047374280073,6.677046381820631,64.82349506170567,0.22340425531914893,2.331896551724138,3,0.03201844733405675,0.061947085762630805,6,0.5593639678129665,-2.840726077376007,0.24663731183801207,3.595879828326181,1.241430703822438,109,0.39106145251396646,8,0.944206008583691,0.0006165232835187626,4.9403528376525525,1.5251602126312196,False,False,True,2.0,Volatile mid-range
15044B,49.217340425531916,17.700000000000003,4626.43,24.740267379679146,151.23147220510597,3.0727274350373746,27.944216166677116,0.2872340425531915,2.763440860215054,8,0.03134166084864572,0.10550035340424473,6,0.24391919788783964,-0.7367379980493445,1.268270995992495,3.5546524064171123,1.2237775388323766,97,0.3356164383561644,7,0.9358288770053476,0.0006372343596766738,3.916360393855005,1.5161492174636113,False,False,True,2.0,Volatile mid-range
